,loss,accuracy,val_loss,val_accuracy
0,2.895740509033203,0.37303921580314636,2.5346813201904297,0.4117647111415863
1,2.2809345722198486,0.4546568691730499,2.017932653427124,0.47058823704719543
2,1.8063536882400513,0.5252450704574585,1.631750464439392,0.5382353067398071
3,1.4034756422042847,0.6316176652908325,1.38018798828125,0.572549045085907
4,1.1031731367111206,0.7090686559677124,1.354670763015747,0.5647059082984924
5,0.8387393355369568,0.7909313440322876,1.1856502294540405,0.6274510025978088
6,0.648862898349762,0.8468137383460999,1.2634986639022827,0.5892156958580017
7,0.5486505031585693,0.8676470518112183,1.3096200227737427,0.5941176414489746
8,0.4025477170944214,0.9159313440322876,1.3348276615142822,0.6009804010391235
9,0.36419588327407837,0.9196078181266785,1.2423980236053467,0.6107842922210693
10,0.2830560803413391,0.9480392336845398,1.368638515472412,0.6117647290229797
