epoch;accuracy;loss;val_accuracy;val_loss
0;0.43480393290519714;7.919654846191406;0.003921568859368563;11.20395565032959
1;0.6166666746139526;5.615487575531006;0.030392156913876534;7.410072326660156
2;0.7112745046615601;4.674546241760254;0.13333334028720856;6.108269691467285
3;0.7813725471496582;4.047534465789795;0.18039216101169586;5.329803943634033
4;0.8274509906768799;3.5429813861846924;0.15000000596046448;5.11045503616333
